綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,"座標
gw-320,109,嘉義縣,內埔國小清淨空氣綠牆(二),604嘉義縣竹崎鄉元興路2號,23.48543129,120.5621288,205274.64,2598106.12,30,環保署,國小,自行維運,未解列,內埔國小,604嘉義縣竹崎鄉元興路2號,黃信誠,05-2541005,-,-,-,-
gw-321,109,嘉義縣,同仁國小清淨空氣綠牆(一),60654嘉義縣中埔鄉同仁村同仁24號,23.41277028,120.5101827,199941.27,2590076.61,30,環保署,國小,志工認養,未解列,同仁國小,606嘉義縣中埔鄉同仁村同仁24號,林宗毅,05-2531205,校園志工及學生,志工認養,109.06.01~迄今,連續4年
gw-322,109,嘉義縣,同仁國小清淨空氣綠牆(二),60654嘉義縣中埔鄉同仁村同仁24號,23.41277028,120.5101827,199941.27,2590076.61,15,環保署,國小,志工認養,未解列,同仁國小,606嘉義縣中埔鄉同仁村同仁24號,林宗毅,05-2531205,校園志工及學生,志工認養,110.07.01~迄今,連續3年
gw-323,109,嘉義縣,大崎國小清淨空氣綠牆(一),621嘉義縣民雄鄉林子尾66號,23.51181531,120.4722247,196102.16,2601058.81,30,環保署,國小,志工認養,未解列,大崎國小,621嘉義縣民雄鄉林子尾66號,蔡易霖,05-2212871,校園志工及學生,志工認養,110.07.01~迄今,連續3年
gw-324,109,嘉義縣,中林國小清淨空氣綠牆(一),622嘉義縣大林鎮中林147號,23.59013021,120.4766827,196589.08,2609730.04,30,環保署,國小,志工認養,未解列,中林國小,622嘉義縣大林鎮中林147號,蔡偉裕,05-2653941,校園志工及學生,志工認養,110.06.01~迄今,連續3年
gw-325,109,嘉義縣,柳溝國小清淨空氣綠牆(一),623嘉義縣溪口鄉柳溝村南靖厝5號,23.57734426,120.4142717,190213.34,2608338.73,30,環保署,國小,志工認養,未解列,柳溝國小,623嘉義縣溪口鄉柳溝村南靖厝5號,黃冠傑,05-2691071,校園志工及學生,志工認養,110.08.13~迄今,連續3年
gw-326,111,嘉義縣,大崎國小清淨空氣綠牆(二),621嘉義縣民雄鄉林子尾66號,23.51181531,120.4722247,196102.16,2601058.81,16,環保署,國小,志工認養,未解列,大崎國小,621嘉義縣民雄鄉林子尾66號,蔡易霖,05-2212871,校園志工及學生,志工認養,111.06.30~迄今,連續2年
gw-327,111,嘉義縣,水上國小清淨空氣綠牆(一),608嘉義縣水上鄉正義路182號,23.42889627,120.3971547,188397.14,2591906.22,16.2,環保署,國小,志工認養,未解列,水上國小,608嘉義縣水上鄉正義路182號,曾國庭,05-2682073,校園志工及學生,志工認養,111.05.30~迄今,連續2年
gw-328,111,嘉義縣,竹崎高級中學(國中部)清淨空氣綠牆(一),60447嘉義縣竹崎鄉文化路23號,23.52167449,120.5523728,204290.6261,2602122.846,40.8,環保署,國中,志工認養,未解列,竹崎高級中學(國中部),604嘉義縣竹崎鄉文化路23號,鄒美容,05-2611006,校園志工及學生,志工認養,111.05.13~迄今,連續2年
gw-329,111,嘉義縣,大崎國小清淨空氣綠牆(三),621嘉義縣民雄鄉林子尾66號,23.51181531,120.4722247,196102.16,2601058.81,16,環保署,國小,志工認養,未解列,大崎國小,621嘉義縣民雄鄉林子尾66號,蔡易霖,05-2212871,校園志工及學生,志工認養,111.10.31~迄今,連續2年
gw-330,111,嘉義縣,松山國小清淨空氣綠牆(一),621嘉義縣民雄鄉松山村松子腳43-1號,23.54073123,120.4750363,196401,2604260.009,99.3,環保署,國小,志工認養,未解列,松山國小,621嘉義縣民雄鄉松山村松子腳43-1號,陳俊龍,05-2721831,校園志工及學生,志工認養,111.10.24~迄今,連續2年
gw-331,112,嘉義縣,塗師社區活動中心綠牆,嘉義縣六腳鄉塗師村36之1號,23.50685634,120.2838891,176865.4872,2600592.919,200,環保局,社區,社區維運,未解列,塗師社區,嘉義縣六腳鄉塗師村36之1號,蔡寶玉,0903-901090,社區志工,志工認養,112.10.31~迄今,連續1年
gw-332,112,嘉義縣,崩山社區用地綠籬,嘉義縣六腳鄉崩山村46號,23.50342241,120.2281791,171173.7006,2600242.091,400,環保局,社區,社區維運,未解列,崩山社區,嘉義縣六腳鄉崩山村46 號,周石松,0933-481943,社區志工,志工認養,112.10.31~迄今,連續1年
gw-333,112,嘉義縣,安和社區活動中心旁綠籬,嘉義縣新港鄉安和村16之1號,23.5143795,120.3148886,180035.4599,2601410.634,250,環保局,社區,社區維運,未解列,安和社區,嘉義縣新港鄉安和村16之1號,陳利生,0922-488122,社區志工,志工認養,112.10.31~迄今,連續1年
gw-334,112,嘉義縣,金興社區活動中心旁綠籬,嘉義縣民雄鄉頭橋陸橋10200 號,23.50999972,120.4368206,192485.7314,2600871.478,300,環保局,社區,社區維運,未解列,金興社區,嘉義縣民雄鄉頭橋陸橋10200 號,廖清秀,0952-217955,社區志工,志工認養,112.10.31~迄今,連續1年
gw-335,112,嘉義縣,大林國小清淨空氣綠牆,622嘉義縣大林鎮中正路423號,23.60244628,120.4536037,194238.75,2611102.78,70.88,環保署,國小,志工認養,未解列,大林國小,622嘉義縣大林鎮中正路423號,簡國柱,05- 2652061,校園志工及學生,志工認養,112.10.30~迄今,連續1年
gw-336,112,嘉義縣,同仁國小清淨空氣綠牆,60654嘉義縣中埔鄉同仁村同仁24號,23.41277028,120.5101827,199941.27,2590076.61,13.15,環保署,國小,志工認養,未解列,同仁國小,60654嘉義縣中埔鄉同仁村同仁24號,林宗毅,05-2531205,校園志工及學生,志工認養,112.10.30~迄今,連續1年
gw-337,112,嘉義縣,大崎國小清淨空氣綠牆,621嘉義縣民雄鄉林子尾66號,23.51181531,120.4722247,196102.16,2601058.81,24.85,環保署,國小,志工認養,未解列,大崎國小,621嘉義縣民雄鄉林子尾66號,蔡易霖,05-2212871,校園志工及學生,志工認養,112.10.30~迄今,連續1年
gw-338,112,嘉義縣,松梅國小清淨空氣綠牆,613嘉義縣朴子市松華里345號,23.41147422,120.2504916,173399.54,2590047.14,43.92,環保署,國小,志工認養,未解列,松梅國小,613嘉義縣朴子市松華里345號,宋采芸,05-3691083,校園志工及學生,志工認養,112.11.30~迄今,連續1年
gw-339,113,嘉義縣,大崎國小清淨空氣綠牆,621嘉義縣民雄鄉林子尾66號,23.51181531,120.4722247,196102.16,2601058.81,28.566,環保局,國小,志工認養,未解列,大崎國小,621嘉義縣民雄鄉林子尾66號,蔡易霖,05-2212871,校園志工及學生,志工認養,113.11.5~迄今,未滿1年
gw-340,113,嘉義縣,同仁國小清淨空氣綠牆,60654嘉義縣中埔鄉同仁村同仁24號,23.41277028,120.5101827,199941.27,2590076.61,28.6,環保局,國小,志工認養,未解列,同仁國小,60654嘉義縣中埔鄉同仁村同仁24號,林宗毅,05-2531205,校園志工及學生,志工認養,113.11.6~迄今,未滿1年
gw-341,113,嘉義縣,東榮國小清淨空氣綠牆,621嘉義縣民雄鄉105號,23.55766831,120.4348647,192306.77,2606151.28,28.6,環保局,國小,志工認養,未解列,東榮國小,621嘉義縣民雄鄉105號,鄭靖霖,05-3362076,校園志工及學生,志工認養,113.11.12~迄今,未滿1年
gw-342,108,嘉義市,嘉北國民小學,嘉義市東區嘉北街65號,23.49351001,120.45509,194344.593,2599038.153,140,環境部,國小,自行維運,設置中,嘉北國民小學,嘉義市東區嘉北街65號,總務主任 何怡儀,05-2757091 #270,-,-,-,-
gw-343,109,嘉義市,興嘉國民小學,嘉義市西區重慶路51號,23.46525,120.43795,192581.697,2595915.287,38,環境部,國小,自行維運,設置中,興嘉國民小學,嘉義市西區重慶路51號,學務主任 歐育吟,05-2860885 #210,-,-,-,-
gw-344,109,嘉義市,嘉義大學附設實驗國民小學,嘉義市東區林森東路46號,23.48641647,120.455746,194408.6169,2598252.337,56,環境部,國小,自行維運,設置中,嘉義大學附設實驗國民小學,嘉義市東區林森東路46號,總務主任 洪建楓,05-2788002 #1400,-,-,-,-
gw-345,111,嘉義市,崇文國民小學,嘉義市東區垂楊路241號,23.47349001,120.45285,194107.364,2596821.943,62,環境部,國小,自行維運,設置中,崇文國民小學,嘉義市東區垂楊路241號,學務主任 劉明霖,05-2222310 #1005,-,-,-,-
gw-346,108,臺南市,108佳里區佳里國民小學-北後棟清淨空氣綠牆,臺南市佳里區安西里公園路445號,23.16415513,120.1722498,165246.34,2562701.53,14,環境部,國小,自行維運,未解列,臺南市佳里區佳里國民小學,臺南市佳里區安西里公園路445號,黃明煌先生,(06)722-2031#731,-,-,-,-
gw-347,108,臺南市,108將軍區將軍國中 -行政辦公室清淨空氣綠牆,臺南市將軍區忠嘉里昌平1-1號,23.20632842,120.1506537,163062.26,2567384.7,25,環境部,國中,自行維運,未解列,臺南市立將軍國民中學,臺南市將軍區忠嘉里昌平1-1號,郭奇鑫先生,(06)794-2042#103,-,-,-,-
gw-348,109,臺南市,109中西區永福國民小學-永昕樓清淨空氣綠牆,臺南市中西區700永福路二段86號,22.99274566,120.2012504,168112.12,2543702.8,12,環境部,國小,自行維運,未解列,臺南市中西區永福國民小學,臺南市中西區700永福路二段86號,吳宗展先生,(06)222-3241#804,-,-,-,-
gw-349,109,臺南市,109臺南市佳里區佳里國民小學-教學行政大樓辦公室前,臺南市佳里區安西里公園路445號,23.16415513,120.1722498,165246.34,2562701.53,21,環境部,國小,自行維運,未解列,臺南市佳里區佳里國民小學,臺南市佳里區安西里公園路445號,黃明煌先生,(06)722-2031#731,-,-,-,-
gw-350,110,臺南市,110歸仁區沙崙國民中學清淨空氣綠牆,臺南市歸仁區武東里歸仁六路2號,22.92906648,120.2815585,176311.14,2536608.48,28,環境部,國中,自行維運,未解列,臺南市立沙崙國民中學,臺南市歸仁區武東里歸仁六路2號,胡小姐,(06)303-2062#301,-,-,-,-
gw-351,111,臺南市,111臺南市中西區永福國小-停車場圍牆,臺南市中西區700永福路二段86號,22.99274566,120.2012504,168112.12,2543702.8,7.5,環境部,國小,自行維運,未解列,臺南市中西區永福國民小學,臺南市中西區700永福路二段86號,吳宗展先生,(06)222-3241#804,-,-,-,-
gw-352,111,臺南市,111臺南市白河區竹門國小-幼兒東側,臺南市白河區竹門里113號,23.37695477,120.4449296,193257.08,2586134.49,8.62,環境部,國小,自行維運,未解列,臺南市白河區竹門國民小學,臺南市白河區竹門里113號,"簡先生
陳沛緹",(06)685-1290,-,-,-,-
gw-353,111,臺南市,111臺南市永康區永信國小-許願牆,臺南市永康區復華七街166號,23.01686588,120.2482988,172949.429,2546348.371,20,環境部,國小,自行維運,未解列,臺南市永康區永信國民小學,臺南市永康區復華七街166號,李後昆先生,(06)232-0783#721,-,-,-,-
gw-354,111,臺南市,111臺南市七股區篤加國小-東側教室南邊牆面,臺南市七股區篤加里120號,23.16092081,120.1353346,161464.26,2562365.31,8.5,環境部,國小,自行維運,未解列,臺南市七股區篤加國民小學,臺南市七股區篤加里120號,郭詔維先生,(06)7872536#13,-,-,-,-
gw-355,111,臺南市,111臺南市關廟區崇和國小-莊敬樓、光電球場,臺南市關廟區龜洞里南雄南路568號,22.90427292,120.3522315,183548.04,2533829.25,56,環境部,國小,自行維運,未解列,臺南市關廟區崇和國民小學,臺南市關廟區龜洞里南雄南路568號,林盟淦先生,(06)5551040#22,-,-,-,-
gw-356,111,臺南市,111臺南市七股區竹橋國中-竹橋國中,臺南市七股區義合里74之2號,23.10275701,120.1420108,162110,2555920.009,30,環境部,國中,自行維運,未解列,臺南市立竹橋國民中學,臺南市七股區義合里74之2號,林睿展先生,(06)7891733#13,-,-,-,-
gw-357,111,臺南市,111臺南市北區民德國中-育誠樓及立體腳踏車停車場,臺南市北區西門路三段223號,23.00536343,120.2052134,168526,2545097.89,21.99,環境部,國中,自行維運,未解列,臺南市立民德國民中學,臺南市北區西門路三段223號,劉耀升先生,(06)2223014#30,-,-,-,-
gw-358,111,臺南市,111臺南市仁德區文賢國中校園淨化空氣植生綠牆,臺南市仁德區中正路一段185號,22.92120039,120.2350269,171533.778,2535761.471,24,環境部,國中,自行維運,未解列,臺南市立仁德文賢國民中學,臺南市仁德區中正路一段185號,孫小姐,(06)2662392#301,-,-,-,-
gw-359,111,臺南市,111臺南市安南區和順國中-文昌樓及明倫樓西側,臺南市安南區州北里24鄰安和路5段84巷66號,23.06614827,120.2204903,170127.95,2551820.83,13.8,環境部,國中,自行維運,未解列,臺南市立和順國民中學,臺南市安南區州北里24鄰安和路5段84巷66號,許庠裕先生,(06)3551440#151,-,-,-,-
gw-360,111,臺南市,111臺南市北區區公所-大門口騎樓左側牆面,臺南市北區成功路238巷7號,22.99983172,120.2028823,168283.7,2544486.603,11,環境部,公有設施,自行維運,未解列,臺南市北區區公所,臺南市北區成功路238巷7號,廖怡婷小姐,(06)2110711#125,-,-,-,-
gw-361,112,臺南市,112中西區永福國民小學-永昕樓頂清淨空氣綠牆,臺南市中西區700永福路二段86號,22.99274566,120.2012504,168112.12,2543702.8,36,環境部,國小,自行維運,未解列,臺南市中西區永福國民小學,臺南市中西區700永福路二段86號,吳宗展,06-2223241 #804,-,-,-,-
gw-362,112,臺南市,112安南區學東國民小學-校園廊道,臺南市709安南區公學路六段589號,23.07821808,120.1455061,162452.17,2553200.4,30.9,環境部,國小,自行維運,未解列,臺南市安南區學東國民小學,臺南市709安南區公學路六段589號,楊爵光,06-2870017*13,-,-,-,-
gw-363,112,臺南市,112七股區篤加國民小學-北側教室西邊牆面,臺南市七股區篤加里120號,23.16092081,120.1353346,161464.26,2562365.31,12,環境部,國小,自行維運,未解列,臺南市七股區篤加國民小學,臺南市七股區篤加里120號,郭詔維,06-7872536#13,-,-,-,-
gw-364,112,臺南市,112麻豆區港尾國民小學-港尾國小幼兒園西側外牆,臺南市麻豆區港尾里麻學路2段799號,23.20893115,120.1976676,167876.34,2567645.6,10.5,環境部,國小,自行維運,未解列,臺南市麻豆區港尾國民小學,臺南市麻豆區港尾里麻學路2段799號,潘主任,06-5701341#203,-,-,-,-
gw-365,112,臺南市,112九份子國民中小學-校舍A棟、B棟,臺南市安南區九份子大道8號,23.02298613,120.1835277,166313.7574,2547061.663,25,環境部,國中,自行維運,未解列,臺南市立九份子國民中小學,臺南市安南區九份子大道8號,吳建緯,06-3507779#1141,-,-,-,-
gw-366,112,臺南市,112第六幼兒園-總園、城南分班圍牆,臺南市安南區安中路6段519巷31號,23.06069904,120.1300786,160859.901,2551269.617,29.22,環境部,公立幼兒園,自行維運,未解列,臺南市立第六幼兒園,臺南市安南區安中路6段519巷31號,簡含英,06-2572510,-,-,-,-
gw-367,112,臺南市,112仁德區仁德國民小學-東棟七間教室、德藝樓、德馨樓,臺南市仁德區中正路二段806號,22.9622212,120.2540714,173510.38,2540294.03,67.5,環境部,國小,自行維運,未解列,臺南市仁德區仁德國民小學,臺南市仁德區中正路二段806號,林家鴻,06-2794570#730,-,-,-,-
gw-368,112,臺南市,112佳里區塭內國民小學-低年級教室前方,臺南市佳里區塭內里塭子內40號,23.12559141,120.164966,164476.05,2558435.12,11,環境部,國小,自行維運,未解列,臺南市佳里區塭內國民小學,臺南市佳里區塭內里塭子內40號,顏雪如,06-7891054#720,-,-,-,-
gw-369,112,臺南市,112麻豆區培文國民小學-致學樓東側,臺南市麻豆區興農里3鄰和平路11號,23.17836483,120.2435231,172552.53,2564235.45,25.08,環境部,國小,自行維運,未解列,臺南市麻豆區培文國民小學,臺南市麻豆區興農里3鄰和平路11號,熊慧婷,06-5722169#830,-,-,-,-
gw-370,112,臺南市,112麻豆區北勢國民小學-東棟二樓走廊,臺南市麻豆區北勢里6鄰15號,23.20552689,120.2401497,172222.86,2567245.24,5.25,環境部,國小,自行維運,未解列,臺南市麻豆區北勢國民小學,臺南市麻豆區北勢里6鄰15號,陳鳳桂,06-5722844,-,-,-,-
gw-371,112,臺南市,112鹽水區月津國民小學-南棟校舍,臺南市鹽水區月津路16號,23.31608945,120.2657768,174908.08,2579475.78,30,環境部,國小,自行維運,未解列,臺南市鹽水區月津國民小學,臺南市鹽水區月津路16號,張妙琳,06-6521113#104,-,-,-,-
gw-372,113,臺南市,113新民國小進德樓清淨空氣綠牆,臺南市新營區公園路一段136號,23.30545035,120.3062234,179039.21,2578277.17,13.44,環保局,國小,自行維運,未解列,臺南市新營區新民國民小學,臺南市新營區公園路一段136號,盧怡君,6562152#204,-,-,-,-
gw-373,113,臺南市,113臺南市隆田國小感恩樓清淨空氣綠牆,臺南市官田區隆田里中山路一段127號,23.19229073,120.3147811,179855.38,2565741.49,6.528,環保局,國小,自行維運,未解列,臺南市官田區隆田國民小學,臺南市官田區隆田里中山路一段127號,陳義文,5791047,-,-,-,-
gw-374,113,臺南市,113博愛國小國際英語村教學大樓側牆清淨空氣綠牆,臺南市東區前鋒路100號,22.99307272,120.2133032,169348.03,2543732.34,16.96,環保局,國小,自行維運,未解列,臺南市東區博愛國民小學,臺南市東區前鋒路100號,李英治,8977905#731,-,-,-,-
gw-375,113,臺南市,113年公誠國小-南棟大樓、西棟大樓西側清淨空氣綠牆,臺南市新營區公誠街5號,23.30386022,120.3188591,180330.83,2578094.94,16.2,環保局,國小,自行維運,未解列,臺南市新營區公誠國民小學,臺南市新營區公誠街5號,蔡安修,6323071#804,-,-,-,-
gw-376,113,臺南市,113年建興國中-新南棟清淨空氣綠牆,臺南市中西區府前路一段239號,22.98866103,120.2029216,168281,2543249.535,16.83,環保局,國中,自行維運,未解列,臺南市立建興國民中學,臺南市中西區府前路一段239號,林淑汾,2139601#32,-,-,-,-
gw-377,113,臺南市,113年臺南市歸仁區歸仁國民小學文采樓後方清淨空氣綠牆,臺南市歸仁區文化街一段100號,22.9700477,120.2964842,177863.82,2541139.26,12.5,環保局,國小,自行維運,未解列,臺南市歸仁區歸仁國民小學,臺南市歸仁區文化街一段100號,楊長頲,2304740#730,-,-,-,-
gw-378,113,臺南市,113年三股國小東棟左側清淨空氣綠牆,臺南市七股區三股里100號,23.10153543,120.1169902,159546,2555800.009,12.5,環保局,國小,自行維運,未解列,臺南市七股區三股國民小學,臺南市七股區三股里100號,王文聖,7880744#13,-,-,-,-
gw-379,113,臺南市,113年新化國中大穆降大樓後方清淨空氣綠牆,臺南市新化區中興路722號,23.03342855,120.3123607,179524.71,2548150.25,16.8,環保局,國中,自行維運,未解列,臺南市立新化國民中學,臺南市新化區中興路722號,吳松林,5902269#250,-,-,-,-
gw-380,113,臺南市,113年立人國小仁愛樓清淨空氣綠牆,臺南市北區西門路三段41號,23.00133632,120.2020816,168202.52,2544653.67,10.92,環保局,國小,自行維運,未解列,臺南市北區立人國民小學,臺南市北區西門路三段41號,顏主任,2222054#730,-,-,-,-
gw-381,113,臺南市,113年善化國小圖書館西側清淨空氣綠牆,臺南市善化區進學路63號,23.13568788,120.2887778,177162.76,2559486,12.5,環保局,國小,自行維運,未解列,臺南市善化區善化國民小學,臺南市善化區進學路63號,張智傑,5817020#840,-,-,-,-
gw-382,108,高雄市,楠梓國小,高雄市楠梓區楠梓路262號,22.73223259,120.3283657,181013.06,2514789.205,87,環保署,國小,企業認養,設置中,楠梓國小,高雄市楠梓區楠梓路262號,黃心怡主任,07-3511140#1300,國巨股份有限公司高雄廠,企業認養,114年6月12日,3
gw-383,108,高雄市,加昌國小,高雄市楠梓區樂群路220號,22.72039201,120.2965473,177738.503,2513493.195,55,環保署,國小,企業認養,設置中,加昌國小,高雄市楠梓區樂群路220號,黃彥博主任,07-362-7169#5031,國巨股份有限公司楠梓分公司,企業認養,114年5月11日,3
gw-384,109,高雄市,大灣國中,高雄市仁武區仁雄路99號,22.67608335,120.3419865,182384.602,2508565.303,15,環保署,國中,企業認養,設置中,大灣國中,高雄市仁武區仁雄路99號,吳啟豪主任,07-371-1715#310,李長榮化學工業股份有限公司大社廠,企業認養,114年9月28日,4
gw-385,109,高雄市,忠義國小,高雄市大寮區忠義路1號,22.61635307,120.3841433,186689.25,2501932.65,6.36,環保署,國小,企業認養,設置中,忠義國小,高雄市大寮區忠義路1號,黃以周主任,07-781-2858#140,達成聚化股份有限公司,企業認養,114年7月10日,4
gw-386,109,高雄市,前金國中,高雄市前金區六合二路278號,22.6293611,120.2904591,177064.946,2503415.918,100,環保署,國中,自行維運,設置中,前金國中,高雄市前金區六合二路278號,王銘輝主任,07-272-5981,-,自行維運,-,-
gw-387,109,高雄市,油廠國小,高雄市楠梓區左楠路4號,22.70895796,120.3029192,178387.123,2512223.958,50,環保署,國小,自行維運,設置中,油廠國小,高雄市楠梓區左楠路4號,洪瑞遠主任,07-363-2300#331,日月光半導體製造股份有限公司,自行維運,111年2月24日,1
gw-388,109,高雄市,竹後國小,高雄市仁武區竹後里竹楠路250號,22.71004177,120.3348656,181669.7,2512328.91,17.5,環保署,國小,企業認養,設置中,竹後國小,高雄市仁武區竹後里竹楠路250號,總務主任,07-3724460,高福化學工業股份有限公司,企業認養,114年8月15日,4
gw-389,110,高雄市,民權國小,高雄市前鎮區沱江街200號,22.60848248,120.3144441,179519.862,2501092.41,60,環保署,國小,自行維運,設置中,民權國小,高雄市前鎮區沱江街200號,總務主任,07-5367173#310,富岳冷凍食品廠股份有限公司,企業認養,113年10月19日,1
gw-390,110,高雄市,鳳鳴國小,高雄市小港區鳳鳴路191號,22.5154899,120.3573646,183888.216,2490775.51,5.18,環保署,國小,企業認養,設置中,鳳鳴國小,高雄市小港區鳳鳴路191號,黃麗玲主任,07-8714561#130,環球橡膠股份有限公司,企業認養,114年9月26日,3
gw-391,110,高雄市,汕尾國小,高雄市林園區北汕路58巷2號,22.4791618,120.411434,189435,2486730.008,12.94,環保署,國小,企業認養,設置中,汕尾國小,高雄市林園區北汕路58巷2號,陳谷庭主任,07-6412334#31,李長榮化學工業股份有限公司林園廠,企業認養,114年6月7日,3
gw-392,110,高雄市,中芸國小,高雄市林園區中芸路1號,22.48711223,120.3967106,187923.423,2487616.386,11.8,環保署,國小,企業認養,設置中,中芸國小,高雄市林園區中芸路1號,陳美如主任,07-6412342#40,台達化學工業股份有限公司林園廠,企業認養,114年6月6日,3
gw-393,110,高雄市,王公國小,高雄市林園區王公二路100號,22.50469829,120.3882544,187061.245,2489567.227,36.9,環保署,國小,企業認養,設置中,王公國小,高雄市林園區王公二路100號,鍾美鈴事務組長,07-6420503#40,亞洲聚合股份有限公司林園廠,企業認養,114年7月18日,3
gw-394,111,高雄市,河堤國小,高雄市三民區裕誠路3號,22.66354618,120.3145907,179562.999,2507189.737,40.6,環保署,國小,自行維運,設置中,河堤國小,高雄市三民區裕誠路3號,王瑞裕主任,07-3436556,-,自行維運,-,-
gw-395,111,高雄市,華山國小,高雄市小港區華仁街1號,22.56769565,120.3657063,184770.943,2496552.664,68,環保署,國小,自行維運,設置中,華山國小,高雄市小港區華仁街1號,蕭永男主任,07-806-2280#731,中鋼鋁業股份有限公司,企業認養,114年6月16日,3
