綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,"座標
gw-396,111,高雄市,太平國小,高雄市小港區營口路1號,22.57194886,120.3712223,185340.19,2497021.23,4,環保署,國小,自行維運,設置中,太平國小,高雄市小港區營口路1號,沈德如主任,07-8019006#310,利百特國際儲運股份有限公司,企業認養,113年8月29日,1
gw-397,111,高雄市,國立高雄餐旅大學附設餐旅高級中等學校國中部,高雄市小港區松和路40號,22.56682725,120.3714817,185364.4797,2496453.993,85,環保署,國中,自行維運,設置中,國立高雄餐旅大學附設餐旅高級中等學校國中部,高雄市小港區松和路40號,陳凱毅主任,07-8060705#31,永記造漆工業股份有限公司,企業認養,114年9月14日,2
gw-398,111,高雄市,紅毛港國小,高雄市前鎮區明鳳七街1號,22.58369324,120.3342514,181544,2498338.2,45.755,環保署,國小,自行維運,設置中,紅毛港國小,高雄市前鎮區明鳳七街1號,劉松柏主任,07-7917608#531,-,自行維運,-,-
gw-399,112,高雄市,國立高雄餐旅大學附設餐旅高級中等學校國中部,高雄市小港區松和路40號,22.56682725,120.3714817,185364.4797,2496453.993,85.12,環保署,國中,自行維運,設置中,國立高雄餐旅大學附設餐旅高級中等學校國中部,高雄市小港區松和路40號,陳凱毅主任,07-8060705#31,永記造漆工業股份有限公司,企業認養,114年9月14日,2
gw-400,112,高雄市,楠陽國小,高雄市楠梓區楠陽路100號,22.72418786,120.3309468,181274.169,2513897.178,29.8,環保署,國小,自行維運,設置中,楠陽國小,高雄市楠梓區楠陽路100號,柯鐙富總務主任,07-3520675#131,-,自行維運,-,-
gw-401,112,高雄市,文華國小,高雄市鳳山區文化路52號,22.63440037,120.3527458,183470.14,2503944.76,20.2185,環保署,國小,自行維運,設置中,文華國小,高雄市鳳山區文化路52號,宋俊賢總務主任,07-74509495#40,-,自行維運,-,-
gw-402,112,高雄市,五甲國中,高雄市鳳山區龍成路111號,22.59811218,120.3286913,180979.45,2499937.41,12.17,環保署,國中,自行維運,設置中,五甲國中,高雄市鳳山區龍成路111號,朱嘉芳總務主任,07-8211569#31,-,自行維運,-,-
gw-403,112,高雄市,南成國小,高雄市鳳山區南和街101號,22.59431583,120.3354871,181676.31,2499513.9,41.4036,環保署,國小,自行維運,設置中,南成國小,高雄市鳳山區南和街101號,陳威菖總務主任,07-8215354#740,-,自行維運,-,-
gw-404,111,屏東縣,屏東縣林邊國小設置清淨空氣綠牆計畫,92741屏東縣林邊鄉林邊村中山路68號,22.43251778,120.5190219,200489.72,2481525.69,28.8,環保署,國小,自行維運,未解列,林邊國小,92741屏東縣林邊鄉林邊村中山路68號,鄭志成,08-8752120,林邊國小,自行維運,-,連續2年
gw-405,111,屏東縣,高樹國小設置清淨空氣綠牆計畫,906006屏東縣高樹鄉高樹村華光路32號,22.82615084,120.5991597,208856.27,2525088.34,13.76,環保署,國小,自行維運,未解列,高樹國小,906006屏東縣高樹鄉高樹村華光路32號,邱瓊誼,08-7960802#29,高樹國小,自行維運,-,連續2年
gw-406,111,屏東縣,屏東縣里港國小設置清淨空氣綠牆計畫,90544屏東縣里港鄉過江村過江路41號,22.78072478,120.4945466,198101.026,2520091.113,15.84,環保署,國小,自行維運,未解列,里港國小,90544屏東縣里港鄉過江村過江路41號,蔡?全,08-7752161#14,里港國小,自行維運,-,連續2年
gw-407,112,屏東縣,屏東縣立竹田國民小學,911屏東縣竹田鄉公正路35號,22.58284344,120.5440244,203114.15,2498163.01,15.75,環保署,國小,自行維運,未解列,竹田國小,911屏東縣竹田鄉公正路35號,賴怡芬,08-7710834#14,竹田國小,自行維運,-,連續1年
gw-408,112,屏東縣,屏東縣屏東市海豐國民小學,900屏東縣屏東市海豐街3號,22.69807187,120.5073501,199385.27,2510934.34,31.5,環保署,國小,自行維運,未解列,海豐國小,900屏東縣屏東市海豐街3號,張豐琪,08-7367023#14,海豐國小,自行維運,-,連續1年
gw-409,113,屏東縣,屏東縣高樹鄉大路關國民小學,906屏東縣高樹鄉中正路176號,22.73984643,120.6204672,211018.8598,2515525.934,12.4,環保局,國小,自行維運,未解列,大路關國小,906屏東縣高樹鄉中正路176號,張崑崧,08-7957412#14,大路關國小,自行維運,-,連續0年
gw-410,113,屏東縣,屏東縣屏東市大同國民小學,900屏東縣屏東市大同路2號,22.66588259,120.476665,196220.07,2507380.75,24.67,環保局,國小,自行維運,未解列,大同國小,900屏東縣屏東市大同路2號,莊逸萍,08-7524115#11,大同國小,自行維運,-,連續0年
gw-411,113,屏東縣,屏東縣屏東市復興國民小學,900屏東縣屏東市復興路376號,22.65958423,120.4859126,197168,2506680.008,24.87,環保局,國小,自行維運,未解列,復興國小,900屏東縣屏東市復興路376號,吳春瑩,08-7525402#14,復興國小,自行維運,-,連續0年
gw-412,109,宜蘭縣,五結鄉利澤國民小學,宜蘭縣五結鄉利寶路101號,24.66553253,121.827629,333767.511,2728984.664,7,環保局,國小,自行維運,設置中,五結鄉利澤國民小學,宜蘭縣五結鄉利寶路101號,黃仁溢,(03)9503805#116,五結鄉利澤國民小學,自行維運,-,-
gw-413,109,宜蘭縣,蘇澳鎮育英國民小學,宜蘭縣蘇澳鎮福德路134號,24.63991231,121.8327791,334306,2726150.01,1.65,環保局,國小,自行維運,設置中,蘇澳鎮育英國民小學,宜蘭縣蘇澳鎮福德路134號,陳蕙蘭,(03)9901294#222,蘇澳鎮育英國民小學,自行維運,-,-
gw-414,109,宜蘭縣,五結鄉利澤國民中學,宜蘭縣五結鄉利寶路99號,24.66581035,121.829161,333922.393,2729016.373,3.53,環保局,國中,自行維運,設置中,五結鄉利澤國民中學,宜蘭縣五結鄉利寶路99號,陳建志,(03)9504762#301,五結鄉利澤國民中學,自行維運,-,-
gw-415,109,宜蘭縣,冬山鄉東興國民小學,宜蘭縣冬山鄉東城路316號,24.62910339,121.8067748,331680.38,2724937.07,1.65,環保局,國小,自行維運,設置中,冬山鄉東興國民小學,宜蘭縣冬山鄉東城路316號,張芷菱,(03)9594047#33,冬山鄉東興國民小學,自行維運,-,-
gw-416,109,宜蘭縣,冬山鄉冬山國民中學,宜蘭縣冬山鄉照安路26號,24.63167649,121.7930684,330291,2725214,45,環保局,國中,自行維運,設置中,冬山鄉冬山國民中學,宜蘭縣冬山鄉照安路26號,林文章,(03)9592076#23,冬山鄉冬山國民中學,自行維運,-,-
gw-417,110,宜蘭縣,五結鄉五結國民中學,宜蘭縣五結鄉大吉五路58號,24.69669367,121.8006539,331017,2732420.01,9.6,環保局,國中,自行維運,設置中,五結鄉五結國民中學,宜蘭縣五結鄉大吉五路58號,姚佳宏,(03)9501105#13,五結鄉五結國民中學,自行維運,-,-
gw-418,110,宜蘭縣,五結鄉五結國民小學,宜蘭縣五結鄉五結中路二段88號,24.68697543,121.7985249,330807.83,2731342.32,32.8,環保局,國小,自行維運,設置中,五結鄉五結國民小學,宜蘭縣五結鄉五結中路二段88號,游佳諺 ,(03)9507272#104,五結鄉五結國民小學,自行維運,-,-
gw-419,110,宜蘭縣,羅東鎮東光國民中學,宜蘭縣羅東鎮興東南路201號,24.67174098,121.7674905,327676.57,2729636.97,71.6,環保局,國中,自行維運,設置中,羅東鎮東光國民中學,宜蘭縣羅東鎮興東南路201號,陳金田,(03)9542603#500,羅東鎮東光國民中學,自行維運,-,-
gw-420,110,宜蘭縣,羅東鎮成功國民小學,宜蘭縣羅東鎮興東南路100號,24.672712,121.762497,327170.568,2729741.707,9.03,環保局,國小,自行維運,設置中,羅東鎮成功國民小學,宜蘭縣羅東鎮興東南路100號,許建偉,(03)9542156#40,羅東鎮成功國民小學,自行維運,-,-
gw-421,110,宜蘭縣,冬山鄉順安國民小學中山分校,宜蘭縣冬山鄉舊寮路55號,24.62706019,121.743332,325258.2126,2724674.547,32,環境部,國小,自行維運,設置中,冬山鄉順安國民小學中山分校,宜蘭縣冬山鄉舊寮路55號,葉哲銘,(03)9583445#203,冬山鄉順安國民小學中山分校,自行維運,-,-
gw-422,111,花蓮縣,中原國小,花蓮縣花蓮市中原路531號,23.97176334,121.5964483,310697.579,2652024.363,54,環境部,國小,自行維運,未解列,中原國小,花蓮縣花蓮市中原路531號,劉適程-教師兼總務主任,03-8333547#170,-,-,-,-
gw-423,108,臺東縣,新生國小,臺東縣臺東市更生路474巷45號,22.76413776,121.1420751,264589.635,2518172.794,75,環保署,國小,自行維運,未解列,新生國小,臺東縣臺東市更生路474巷45號,謝振華,089-219219,-,-,-,-
gw-424,111,臺東縣,豐源國小,臺東市中華路四段392號,22.73013011,121.1083246,261126.561,2514404.211,20,環保局,國小,自行維運,未解列,豐源國小,臺東市中華路四段392號,林家進,089-322063#12,-,-,-,-
gw-425,111,臺東縣,忠孝國小,臺東縣成功鎮成廣路2號,23.15687933,121.3995316,290909.639,2561711.097,57,環保局,國小,自行維運,未解列,忠孝國小,臺東縣成功鎮成廣路2號,吳亭瑩,089-871109,-,-,-,-
gw-426,111,臺東縣,大武國中,臺東縣大武鄉復興路1號,22.36454576,120.906843,240406.147,2473923.181,24,環保局,國中,自行維運,未解列,大武國中,臺東縣大武鄉復興路1號,王忠慶,089-791023,-,-,-,-
gw-427,111,臺東縣,錦屏國小,臺東縣海端鄉廣原村錦屏路1號,23.13220663,121.1761508,268040.005,2558933.77,90,環保局,國小,自行維運,未解列,錦屏國小,臺東縣海端鄉廣原村錦屏路1號,陳良群,089-861762#23,-,-,-,-
gw-428,111,臺東縣,復興國小,臺東市鐵花路87巷55號,22.74709643,121.1514843,265557.797,2516286.768,56,環保局,國小,自行維運,未解列,復興國小,臺東市鐵花路87巷55號,龔恩慧,089-322672#207,-,-,-,-
gw-429,111,臺東縣,新生國小,臺東市更生路474巷45號,22.76413776,121.1420751,264589.635,2518172.794,62,環保局,國小,自行維運,未解列,新生國小,臺東市更生路474巷45號,林于勝,089-219219,-,-,-,-
gw-430,111,臺東縣,康樂國小,臺東市山西路一段256號,22.75545436,121.1194803,262270.154,2517209.234,270,環保局,國小,自行維運,未解列,康樂國小,臺東市山西路一段256號,張維斌,089-226131#15,-,-,-,-
gw-431,111,臺東縣,信義國小,臺東縣成功鎮都歷路58號,23.02686017,121.3308688,283911.528,2547295.736,18,環保局,國小,自行維運,未解列,信義國小,臺東縣成功鎮都歷路58號,陳昱安,089-841029#12,-,-,-,-
gw-432,111,臺東縣,富岡國小,臺東市松江路一段441號,22.79618298,121.1938901,269905.858,2521727.208,73,環保局,國小,自行維運,未解列,富岡國小,臺東市松江路一段441號,程文祥,089-281352,-,-,-,-
gw-433,111,臺東縣,海端國小,臺東縣海端鄉海端村山界36號,23.10146869,121.176179,268047,2555530.009,13,環保局,國小,自行維運,未解列,海端國小,臺東縣海端鄉海端村山界36號,鄭盧怡君,089-931184,-,-,-,-
gw-434,111,臺東縣,加拿國小,臺東縣海端鄉加拿村1鄰加南5號,23.00106706,121.1306187,263389.925,2544407.247,45,環保局,國小,自行維運,未解列,加拿國小,臺東縣海端鄉加拿村1鄰加南5號,胡銘志,089-811108#102,-,-,-,-
gw-435,111,臺東縣,建和國小,臺東市青海路三段640號,22.71673591,121.0491673,255050.709,2512917.857,48.87,環保局,國小,自行維運,未解列,建和國小,臺東市青海路三段640號,李正如,089-512381#215,-,-,-,-
gw-436,111,臺東縣,卑南國中,臺東市更生北路766號,22.78910668,121.1120225,261501.447,2520934.954,42,環保局,國中,自行維運,未解列,卑南國中,臺東市更生北路766號,胡慧雯,089-224045,-,-,-,-
gw-437,111,臺東縣,新生國中,臺東市新生路641巷64號,22.76213672,121.1355752,263922.37,2517950.593,12.6,環保局,國中,自行維運,未解列,新生國中,臺東市新生路641巷64號,楊鵲彬,089-229121#501,-,-,-,-
gw-438,111,臺東縣,尚武國小,臺東縣大武鄉尚武村學府路7號,22.3398644,120.8882853,238492.935,2471191.659,48.0975,環保局,國小,自行維運,未解列,尚武國小,臺東縣大武鄉尚武村學府路7號,孫雅馨,089-791458#13,-,-,-,-
gw-439,111,臺東縣,大武國小,臺東縣大武鄉大武村民族路2巷49號,22.36517542,120.9050075,240217.16,2473993.017,17,環保局,國小,自行維運,未解列,大武國小,臺東縣大武鄉大武村民族路2巷49號,梁景棔,089-791135#13,-,-,-,-
gw-440,111,臺東縣,卑南國小,臺東市更生北路317號,22.78184787,121.1192301,262242.114,2520131.763,17,環保局,國小,自行維運,未解列,卑南國小,臺東市更生北路317號,李逸婷,089-223096,-,-,-,-
gw-441,111,臺東縣,光明國小,臺東市中興路二段150巷29弄1號,22.76870371,121.1292014,263267.194,2518677.17,50,環保局,國小,自行維運,未解列,光明國小,臺東市中興路二段150巷29弄1號,蘇姿穎,089-226304#13,-,-,-,-
gw-442,111,臺東縣,廣原國小,臺東縣海端鄉廣原村大埔1鄰1號,23.14956399,121.2071013,271207,2560860.009,35,環保局,國小,自行維運,未解列,廣原國小,臺東縣海端鄉廣原村大埔1鄰1號,谷承育,089-862923#13,-,-,-,-
gw-443,111,臺東縣,新興國小,臺東縣金峰鄉新興村1鄰1號,22.631657,121.003091,250317.72,2503496.371,31,環保局,國小,自行維運,未解列,新興國小,臺東縣金峰鄉新興村1鄰1號,邱堅毅,089-781687#203,-,-,-,-
gw-444,111,臺東縣,豐年國小,臺東市中興路三段320號,22.77178119,121.1114266,261441.713,2519016.456,17.721,環保局,國小,自行維運,未解列,豐年國小,臺東市中興路三段320號,黃琇琳,089-226733,-,-,-,-
gw-445,111,臺東縣,鹿野國中,臺東縣鹿野鄉龍田村光榮路38號,22.90696162,121.1351742,263866.503,2533987.139,5.43,環保局,國中,自行維運,未解列,鹿野國中,臺東縣鹿野鄉龍田村光榮路38號,張娜?,089-551006,-,-,-,-
gw-446,111,臺東縣,溫泉國小,臺東縣卑南鄉溫泉村溫泉路291號,22.69766709,121.0259305,252664.074,2510805.783,62.5,環保局,國小,自行維運,未解列,溫泉國小,臺東縣卑南鄉溫泉村溫泉路291號,?上德,089-512354,-,-,-,-
gw-447,105,金門縣,環保公園低碳教育館,金門縣金湖鎮尚義100號,24.43751079,118.3694131,-16789.59505,2706012.481,50,環保局,公有設施,自行維運,未解列,金門縣環境保護局,金門縣金湖鎮尚義100號,丁韻竹,082-336823#207,-,-,-,-
gw-448,105,金門縣,金門縣環境保護局,金門縣金湖鎮尚義100號,24.44035315,118.3691127,-16814.08724,2706328.082,54,環保局,公有設施,自行維運,未解列,金門縣環境保護局,金門縣金湖鎮尚義100號,董金技,082-336823#121,-,-,-,-
gw-449,109,金門縣,庵前社區活動中心,金門縣金城鎮里庵前40-8號,24.4202641,118.3220549,-21631.85,2704193.128,30.98,環保局,公有設施,自行維運,未解列,庵前社區發展協會,金門縣金城鎮里庵前40-8號,陳素菲,0931-157225,-,-,-,-
gw-450,109,金門縣,正義社區活動中心,金門縣金湖鎮成功64-2號,24.43874467,118.389946,-14703.64435,2706109.786,38.76,環保局,公有設施,自行維運,未解列,正義社區發展協會,金門縣金湖鎮成功64-2號,陳國泰,0911-097415,-,-,-,-
gw-451,109,金門縣,新市社區活動中心,金門縣金湖鎮新市里民生路2-6號,24.44271599,118.4181502,-11833.76167,2706496.24,24.92,環保局,公有設施,自行維運,未解列,新市里,金門縣金湖鎮新市里民生路2-6號,吳志成,0912-540180,-,-,-,-
gw-452,109,金門縣,湖埔村辦公處,金門縣金寧鄉湖下155-1號,24.45669289,118.3072432,-23056.41694,2708259.845,24.86,環保局,公有設施,自行維運,未解列,湖埔村,金門縣金寧鄉湖下155-1號,楊振嵩,0926-078006,-,-,-,-
gw-453,109,金門縣,信義新村社區活動中心,金門縣金湖鄉信義新村200號,24.43488906,118.4097788,-12699.34424,2705644.667,12.87,環保局,公有設施,自行維運,未解列,信義新村發展協會,金門縣金湖鄉信義新村200號,吳建業,0912-719751,-,-,-,-
gw-454,109,金門縣,信義新村社區活動中心,金門縣金湖鄉信義新村200號,24.43488906,118.4097788,-12699.34424,2705644.667,32.13,環保局,公有設施,自行維運,未解列,信義新村發展協會,金門縣金湖鄉信義新村200號,吳建業,0912-719751,-,-,-,-
gw-455,110,金門縣,環保公園低碳教育館(2F增加原種植面積),金門縣金湖鎮尚義100號,24.43735537,118.3693897,-16792.29624,2705995.3,72,環保局,公有設施,自行維運,未解列,金門縣環境保護局,金門縣金湖鎮尚義100號,丁韻竹,082-336823,-,-,-,-
gw-456,110,金門縣,賢庵里辦公處,金門縣金城鎮賢聚25號,24.41789316,118.3098851,-22871.97411,2703954.284,34.85,環保局,公有設施,自行維運,未解列,賢庵里,金門縣金城鎮賢聚25號,顏士強,0933-699278,-,-,-,-
gw-457,110,金門縣,塔后社區發展協會旁廚房,金門縣金湖鎮塔后142號,24.43775101,118.4079308,-12880.91438,2705965.363,21.2,環保局,公有設施,自行維運,未解列,塔后社區,金門縣金湖鎮塔后142號,陳秀嵐,0919-500793,-,-,-,-
gw-458,110,金門縣,後豐港社區活動中心,金門縣金城鎮後豐港33-3號,24.41989614,118.3016168,-23706.75812,2704192.607,13.49,環保局,公有設施,自行維運,未解列,後豐港社區發展協會,金門縣金城鎮後豐港33-3號,洪榮吉,0912-198986,-,-,-,-
gw-459,110,金門縣,向陽吉第社區活動中心,金門縣金城鎮西海路三段62號,24.41965135,118.3105721,-22798.46716,2704147.797,21.15,環保局,公有設施,自行維運,未解列,向陽吉第社區發展協會,金門縣金城鎮西海路三段62號,楊肅謙,0932-897897,-,-,-,-
gw-460,110,金門縣,前水頭社區活動中心,金門縣金湖鎮前水頭150-1號,24.41271904,118.2952822,-24365.14298,2703409.673,34.16,環保局,公有設施,自行維運,未解列,前水頭社區發展協會,金門縣金湖鎮前水頭150-1號,陳金文,0963-166113,-,-,-,-
gw-461,110,金門縣,何斗里里民活動中心,何斗里斗門55號之3,24.47398105,118.4019653,-13410.7691,2709992.058,17.58,環保局,公有設施,自行維運,未解列,何斗里,何斗里斗門55號之3,范姜輝,0912-152336,-,-,-,-
gw-462,110,金門縣,東坑社區活動中心,金門縣烈嶼鄉東坑11號,24.44247028,118.2333817,-30581.60411,2706831.34,16.12,環保局,公有設施,自行維運,未解列,東坑社區發展協會,金門縣烈嶼鄉東坑11號,孫國利,0938-226912,-,-,-,-
gw-463,111,金門縣,古寧頭村民活動中心,金門縣金寧鄉古寧頭北山2號,24.47772888,118.3121651,-22511.73839,2710581.645,44.4,環保局,公有設施,自行維運,未解列,古寧頭社區發展協會,金門縣金寧鄉古寧頭北山2號,李金鎗,0921-320863,-,-,-,-
gw-464,111,金門縣,新市社區活動中心,金門縣金湖鎮新市里民生路2-6號,24.44271599,118.4181502,-11833.76167,2706496.24,57.6,環保局,公有設施,自行維運,未解列,新市里,金門縣金湖鎮新市里民生路2-6號,吳志成,0912-540180,-,-,-,-
gw-465,111,金門縣,后頭社區活動中心,金門縣烈嶼鄉后頭17號,24.44153763,118.2593002,-27953.73971,2706675.628,9.3,環保局,公有設施,自行維運,未解列,后頭社區發展協會,金門縣烈嶼鄉后頭17號,方媽義,0932-817667,-,-,-,-
gw-466,111,金門縣,羅厝社區活動中心,金門縣烈嶼鄉羅厝6號,24.42505156,118.2595901,-27960.50072,2704847.772,12.45,環保局,公有設施,自行維運,未解列,羅厝社區發展協會,金門縣烈嶼鄉羅厝6號,洪國泰,0937-392919,-,-,-,-
gw-467,111,金門縣,安美村辦公處安岐社區活動中心,金門縣金寧鄉安岐60-9號,24.46203133,118.3238594,-21359.19618,2708818.8,6.52,環保局,公有設施,自行維運,未解列,安岐社區發展協會,金門縣金寧鄉安岐60-9號,吳神祐,0933-589800,-,-,-,-
gw-468,111,金門縣,何斗里里民活動中心(2F增加原種植面積),金門縣金沙鎮何斗里斗門55號之3,24.47397466,118.4019636,-13410.95426,2709991.353,79.2,環保局,公有設施,自行維運,未解列,何斗里,金門縣金沙鎮何斗里斗門55號之3,范姜輝,0912-152336,-,-,-,-
gw-469,112,金門縣,多年國民小學,金門縣金沙鎮環島東路4段600號,24.45225401,118.45471,-8105.039,2707484.583,16.24,環保局,公有設施,自行維運,未解列,多年國民小學,金門縣金沙鎮環島東路4段600號,楊恭榮,082-332470#13,-,-,-,-
gw-470,112,金門縣,東坑社區活動中心,金門縣烈嶼鄉西口村東坑11號,24.44231037,118.2333845,-30581.66633,2706813.611,15.925,環保局,公有設施,自行維運,未解列,東坑社區發展協會,金門縣烈嶼鄉西口村東坑11號,孫國利,0938-226912,-,-,-,-
gw-471,112,金門縣,溪湖里辦公處,金門縣金湖鎮溪湖里溪邊80號,24.44297585,118.4598755,-7599.886891,2706446.69,45.642,環保局,公有設施,自行維運,未解列,溪湖里,金門縣金湖鎮溪湖里溪邊80號,黃建忠,0927-190662,-,-,-,-
gw-472,112,金門縣,西口村辦公處西方社區活動中心,金門縣烈嶼鄉西口村西方6-1號,24.43577022,118.239268,-29999.14211,2706076.784,13.94,環保局,公有設施,自行維運,未解列,西方社區展協會,金門縣烈嶼鄉西口村西方6-1號,陳家揚,0939-840715,-,-,-,-
gw-473,110,澎湖縣,白沙鄉赤崁國小,澎湖縣白沙鄉赤崁村370號,23.66638446,119.5980785,106991.235,2618779.352,8.2,環保署,國小,自行維運,未解列,白沙鄉赤崁國小,澎湖縣白沙鄉赤崁村370號,張功亭,06-9931048,-,-,-,-
gw-474,111,澎湖縣,澎湖縣興仁國小,澎湖縣馬公市烏崁里129號,23.54958643,119.6177334,108871.467,2605822.825,16.25,環保署,國小,自行維運,未解列,澎湖縣興仁國小,澎湖縣馬公市烏崁里129號,林宜君,06-9211443,-,-,-,-
gw-475,111,澎湖縣,澎湖縣隘門國小,澎湖縣湖西鄉隘門村15號,23.56430908,119.6362199,110774.688,2607435.463,16.25,環保署,國小,自行維運,未解列,澎湖縣隘門國小,澎湖縣湖西鄉隘門村15號,朱劍忠,06-9213470,-,-,-,-
gw-476,111,澎湖縣,澎湖縣大池國小,澎湖縣西嶼鄉大池村129號,23.61414015,119.5134471,98296.557,2613079.768,16.25,環保署,國小,自行維運,未解列,澎湖縣大池國小,澎湖縣西嶼鄉大池村129號,侯凱夫,06-9981179,-,-,-,-
gw-477,111,澎湖縣,澎湖縣立鎮海國中,澎湖縣白沙鄉鎮海村60號,23.64401879,119.5966375,106819.877,2616303.467,9.1,環保署,國中,自行維運,未解列,澎湖縣立鎮海國中,澎湖縣白沙鄉鎮海村60號,陳冠全,06-9931311,-,-,-,-
gw-478,111,澎湖縣,澎湖縣立白沙國中,澎湖縣白沙鄉赤崁村294號,23.66830453,119.5977072,106955.45,2618992.401,10.4,環保署,國中,自行維運,未解列,澎湖縣立白沙國中,澎湖縣白沙鄉赤崁村294號,葉天文,06-9931006,-,-,-,-
gw-479,112,澎湖縣,澎湖縣立志清國中,澎湖縣湖西鄉許家村1-1號,23.59062857,119.6118849,108318.308,2610374.556,4.75055,環保署,國中,自行維運,未解列,澎湖縣立志清國中,澎湖縣湖西鄉許家村1-1號,王世桓,06-9214069,-,-,-,-
